Audi,Business 30 TDI S tronic,Diesel,9.8s,146-127 g/km,5.6-4.9 l/100km,1968,100kW (136 CV),48750.00,
Audi,Business 35 TFSI S tronic,Benzina,9.2s,169-149 g/km,7.4-6.6 l/100km,1984,110kW (150CV),47000.00,
Toyota,2WD Hybrid,Benzina,11s,87 g/km,3.8 l/100km,1490,85kW (116CV),19950.00,

